Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,357: No Such Thing As A Rapidly Deflating Walrus,2,Andrew Hunter Murray,"In 1868, there were five different plays on in London's West End simultaneously where a train burst onto the stage and threatened to run somebody over.",00:14:50,2022-07-27T17:10:05.000Z,357-no-such-thing-as-a-rapidly-deflating-walrus
,357: No Such Thing As A Rapidly Deflating Walrus,3,James Harkin,"When it wants to sleep, a walrus will sometimes hook its tusks onto a small iceberg and sleep while floating along in the water.",00:28:05,2022-07-27T17:10:05.000Z,357-no-such-thing-as-a-rapidly-deflating-walrus
,357: No Such Thing As A Rapidly Deflating Walrus,4,Dan Schreiber,"For many years, the horror film The Unknown was missing because the last surviving print was accidentally placed into a pile of hundreds of film cans all marked unknown.",00:39:53,2022-07-27T17:10:05.000Z,357-no-such-thing-as-a-rapidly-deflating-walrus
,358: No Such Thing As The Gunfight At The Amazing Corral,1,James Harkin,"The founding father of the United States of America, Governor Morris, died after sticking a whale bone into his own penis.",00:00:43,2022-07-27T17:10:36.000Z,358-no-such-thing-as-the-gunfight-at-the-amazing-corral
,358: No Such Thing As The Gunfight At The Amazing Corral,2,Anna Ptaszynski,"Before entering a town in the Wild West, you had to leave your gun outside, pick up a token, and use that token to collect your gun on the way out.",00:16:33,2022-07-27T17:10:36.000Z,358-no-such-thing-as-the-gunfight-at-the-amazing-corral
,358: No Such Thing As The Gunfight At The Amazing Corral,3,Andrew Hunter Murray,"Just off the coast of Kent is a sunken ship, which is under 24-hour surveillance because it contains 14,000 unexploded bombs.",00:25:02,2022-07-27T17:10:36.000Z,358-no-such-thing-as-the-gunfight-at-the-amazing-corral
,358: No Such Thing As The Gunfight At The Amazing Corral,4,Dan Schreiber,"The nine-to-five singer, Dolly Parton, helped fund a COVID vaccine that has a protection rate of ninety-five percent.",00:43:13,2022-07-27T17:10:36.000Z,358-no-such-thing-as-the-gunfight-at-the-amazing-corral
,359: No Such Thing As A Sneaky Badger Swapsie,1,Anna Ptaszynski,My fact this week is that badgers change their bedding more often than I do.,00:00:50,2022-07-27T17:11:35.000Z,359-no-such-thing-as-a-sneaky-badger-swapsie
,359: No Such Thing As A Sneaky Badger Swapsie,2,Andrew Hunter Murray,My fact is that the chief designer of America's first stealth bomber also helped to design the Dumbo ride at Disneyland.,00:15:02,2022-07-27T17:11:35.000Z,359-no-such-thing-as-a-sneaky-badger-swapsie
,359: No Such Thing As A Sneaky Badger Swapsie,3,Dan Schreiber,"My fact this week is that whenever Stephen King couldn't find the audiobook of something he wanted to read, he would put one of his three children into a room with a tape recorder and would get them to read out the whole thing for him.",00:27:17,2022-07-27T17:11:35.000Z,359-no-such-thing-as-a-sneaky-badger-swapsie
,359: No Such Thing As A Sneaky Badger Swapsie,4,James Harkin,"Okay, my fact this week is that in the 14th century, a weapon was invented that was essentially a windmill which flung out beehives from each of its arms.",00:40:50,2022-07-27T17:11:35.000Z,359-no-such-thing-as-a-sneaky-badger-swapsie
,360: No Such Thing As May Pole Syrup,1,Dan Schreiber,"In the 1910s, animal dances including the camel walk, the turkey trot, the crab step, the chicken flip, and the kangaroo dip were so controversial they were banned at the White House, condemned by the Pope, and warned against by doctors.",00:00:37,2022-07-27T17:12:05.000Z,360-no-such-thing-as-may-pole-syrup
,360: No Such Thing As May Pole Syrup,2,James Harkin,There is a type of pasta that only three women in the world know how to make.,00:12:53,2022-07-27T17:12:05.000Z,360-no-such-thing-as-may-pole-syrup
,360: No Such Thing As May Pole Syrup,3,Andrew Hunter Murray,"Every hour, the buglers of Krakow have to climb 272 steps, play five notes, then walk back down again.",00:23:49,2022-07-27T17:12:05.000Z,360-no-such-thing-as-may-pole-syrup
,360: No Such Thing As May Pole Syrup,4,Anna Ptaszynski,"When the conservationist Amy Dickman booked a dentist appointment in Namibia, she neglected to mention to the dentist that the patient was a leopard.",00:37:55,2022-07-27T17:12:05.000Z,360-no-such-thing-as-may-pole-syrup
,361: No Such Thing As The Mosquito Effect,1,James Harkin,There is only one mosquito in Iceland.,00:00:36,2022-07-27T17:14:02.000Z,361-no-such-thing-as-the-mosquito-effect
,361: No Such Thing As The Mosquito Effect,2,Andrew Hunter Murray,"In the early 20th century, Japan had secret propaganda underwear, which you would only show to your close friends or family.",00:16:57,2022-07-27T17:14:02.000Z,361-no-such-thing-as-the-mosquito-effect
,361: No Such Thing As The Mosquito Effect,3,Anna Ptaszynski,Fish get the bends if you reel them in too quickly.,00:29:55,2022-07-27T17:14:02.000Z,361-no-such-thing-as-the-mosquito-effect
,361: No Such Thing As The Mosquito Effect,4,Dan Schreiber,"In 18th century London, professional boxers would challenge opponents by publishing requests to fight in the letters columns of newspapers.",00:39:40,2022-07-27T17:14:02.000Z,361-no-such-thing-as-the-mosquito-effect
,362: No Such Thing As Batman and Robinette,1,Andrew Hunter Murray,There is a scientist at Imperial College who's been studying the same bag of dust for 15 years.,00:00:38,2022-07-27T17:14:29.000Z,362-no-such-thing-as-batman-and-robinette
,362: No Such Thing As Batman and Robinette,2,Anna Ptaszynski,Every year power line repair workers have to pass a test where they rescue a 12 stone dummy from the top of a telegraph pole.,00:14:40,2022-07-27T17:14:29.000Z,362-no-such-thing-as-batman-and-robinette
,362: No Such Thing As Batman and Robinette,3,James Harkin,The most expensive cow in the UK is called Posh Spice.,00:27:27,2022-07-27T17:14:29.000Z,362-no-such-thing-as-batman-and-robinette
,362: No Such Thing As Batman and Robinette,4,Dan Schreiber,The person who has acted in more Batman movie reboots than anyone else is also the third in line to be President of the United States.,00:38:29,2022-07-27T17:14:29.000Z,362-no-such-thing-as-batman-and-robinette
,363: No Such Thing As A Squiggly Pineapple,1,Anna Ptaszynski,19 states in the USA have banned the banning of clotheslines.,00:00:45,2022-07-27T17:17:12.000Z,363-no-such-thing-as-a-squiggly-pineapple
,363: No Such Thing As A Squiggly Pineapple,2,Dan Schreiber,Canadian engineers are part of a secret order designed by Rudyard Kipling.,00:16:38,2022-07-27T17:17:12.000Z,363-no-such-thing-as-a-squiggly-pineapple
,363: No Such Thing As A Squiggly Pineapple,3,Andrew Hunter Murray,"When McDonald's launched the Filet-O-Fish sandwich, its main competition was the Hula Burger, which was a slice of pineapple in a bun with cheese.",00:23:23,2022-07-27T17:17:12.000Z,363-no-such-thing-as-a-squiggly-pineapple
,363: No Such Thing As A Squiggly Pineapple,4,James Harkin,There is a professional footballer called Naughty Naughty who has never been sent off.,00:41:45,2022-07-27T17:17:12.000Z,363-no-such-thing-as-a-squiggly-pineapple
,364: No Such Thing As Kylie Minnow,1,James Harkin,"US Marines are considered to be so stupid that members of the other armed forces called them crayon eaters. This year, a Marine has invented an actual edible crayon.",00:00:40,2022-07-27T17:31:39.000Z,364-no-such-thing-as-kylie-minnow
,364: No Such Thing As Kylie Minnow,2,Dan Schreiber,The London Metropolitan Police used to have a van called teapot one exclusively to deliver cups of tea to officers stuck at the scene of a crime.,00:14:03,2022-07-27T17:31:39.000Z,364-no-such-thing-as-kylie-minnow
,364: No Such Thing As Kylie Minnow,3,Andrew Hunter Murray,The ninth longest running British soap ever was designed exclusively to sell soap.,00:30:02,2022-07-27T17:31:39.000Z,364-no-such-thing-as-kylie-minnow
,364: No Such Thing As Kylie Minnow,4,Anna Ptaszynski,"If you take an hour long nap after listening to this show, you will remember five times as many facts from it.",00:38:35,2022-07-27T17:31:39.000Z,364-no-such-thing-as-kylie-minnow
,365: No Such Thing As A Smart Cheetah At Harvard,1,Anna Ptaszynski,"My fact this week is that for cheetahs, slowing down is more important than running fast or speeding up.",00:00:36,2022-07-27T17:40:25.000Z,365-no-such-thing-as-a-smart-cheetah-at-harvard
,365: No Such Thing As A Smart Cheetah At Harvard,2,James Harkin,"Okay, my fact this week is that Napoleon Bonaparte made his sister Caroline the queen of Naples, but when the old guard reclaimed the city, she reinvented herself as Countess of Lepona, which was an invented place, which was an anagram of Napoli and Napoli being the Italian word for Naples.",00:11:10,2022-07-27T17:40:25.000Z,365-no-such-thing-as-a-smart-cheetah-at-harvard
,365: No Such Thing As A Smart Cheetah At Harvard,3,Andrew Hunter Murray,My fact is that a Chinese tech firm has recently been busted for spying on its employees via their bottoms.,00:22:18,2022-07-27T17:40:25.000Z,365-no-such-thing-as-a-smart-cheetah-at-harvard
,365: No Such Thing As A Smart Cheetah At Harvard,4,Dan Schreiber,"My fact is, in 2014, a former Apple employee called Sam Sung raised money for a charity by auctioning his last remaining Apple business card that read, Sam Sung Specialist.",00:36:42,2022-07-27T17:40:25.000Z,365-no-such-thing-as-a-smart-cheetah-at-harvard
,366: No Such Thing As Listening To Your Marmalade,1,Andrew Hunter Murray,The prototype personal cassette player was a block of wood which the inventor carried around in his pocket to make sure it would fit.,00:00:42,2022-07-27T17:40:58.000Z,366-no-such-thing-as-listening-to-your-marmalade
,366: No Such Thing As Listening To Your Marmalade,2,Anna Ptaszynski,Baboons can take 45 minutes debating which direction to go in the morning.,00:12:50,2022-07-27T17:40:58.000Z,366-no-such-thing-as-listening-to-your-marmalade
,366: No Such Thing As Listening To Your Marmalade,3,Dan Schreiber,Ella Fitzgerald's voice was so pitch-perfect that musicians would tune their instruments to it.,00:27:54,2022-07-27T17:40:58.000Z,366-no-such-thing-as-listening-to-your-marmalade
,366: No Such Thing As Listening To Your Marmalade,4,James Harkin,"As part of their rivalry, Arnold Schwarzenegger tricked Sylvester Stallone into making ""Stop! Or My Mom Will Shoot.""",00:43:18,2022-07-27T17:40:58.000Z,366-no-such-thing-as-listening-to-your-marmalade
,367: No Such Thing As A Horse Drawn Segway,1,Anna Ptaszynski,The world's first electricity power station was built to power an artificial rainbow.,00:00:42,2022-07-27T17:41:24.000Z,367-no-such-thing-as-a-horse-drawn-segway
,367: No Such Thing As A Horse Drawn Segway,2,Dan Schreiber,Some dinner knives in the 16th century had sheet music etched onto the blade so that guests could sing a blessing together before and after the meal.,00:15:54,2022-07-27T17:41:24.000Z,367-no-such-thing-as-a-horse-drawn-segway
,367: No Such Thing As A Horse Drawn Segway,3,Andrew Hunter Murray,Almost all drug names in America have been approved by just two women in Chicago.,00:30:29,2022-07-27T17:41:24.000Z,367-no-such-thing-as-a-horse-drawn-segway
,367: No Such Thing As A Horse Drawn Segway,4,James Harkin,"Israel manually removed all color from foreign TV broadcasts until 1981, as they were worried that if they broadcast color TV, everyone would rush out and buy new sets, which would crash the economy.",00:41:50,2022-07-27T17:41:24.000Z,367-no-such-thing-as-a-horse-drawn-segway
,368: No Such Thing As The Knipper And The Corpse,1,Andrew Hunter Murray,"After his death, Anton Chekhov was brought back to Russia in a refrigerated railway car labelled Fresh Oysters.",00:00:37,2022-07-28T10:17:11.000Z,368-no-such-thing-as-the-knipper-and-the-corpse
,368: No Such Thing As The Knipper And The Corpse,2,James Harkin,"Earlier this year, a woman reported that she was bleeding from her eyes whenever she was on her period.",00:18:38,2022-07-28T10:17:11.000Z,368-no-such-thing-as-the-knipper-and-the-corpse
,368: No Such Thing As The Knipper And The Corpse,3,Dan Schreiber,Touch screens can now be operated using muffins.,00:29:23,2022-07-28T10:17:11.000Z,368-no-such-thing-as-the-knipper-and-the-corpse
,368: No Such Thing As The Knipper And The Corpse,4,Anna Ptaszynski,"In 2012, Southwest Airlines agreed to fly a single butterfly 2000 miles after it overslept and missed its ride.",00:39:17,2022-07-28T10:17:11.000Z,368-no-such-thing-as-the-knipper-and-the-corpse
,369: No Such Thing As Quartz For The Courts,1,Andrew Hunter Murray,The doctor who invented the first decent thermometer suitable for rectal use was named Thomas Orbutt.,00:00:39,2022-07-28T10:17:38.000Z,369-no-such-thing-as-quartz-for-the-courts
,369: No Such Thing As Quartz For The Courts,2,Anna Ptaszynski,Cold War spy planes were equipped with rear view mirrors so that pilots could check they weren't leaving a trail behind them.,00:15:20,2022-07-28T10:17:38.000Z,369-no-such-thing-as-quartz-for-the-courts
,369: No Such Thing As Quartz For The Courts,3,Dan Schreiber,"In 12th century China, judges used to wear sunglasses in the courtroom.",00:28:05,2022-07-28T10:17:38.000Z,369-no-such-thing-as-quartz-for-the-courts
,369: No Such Thing As Quartz For The Courts,4,James Harkin,"There is a species of rabbit that can't hop, so if it wants to go fast, it walks on its hands with its legs in the air.",00:45:27,2022-07-28T10:17:38.000Z,369-no-such-thing-as-quartz-for-the-courts
,370: No Such Thing As George Clooney In A Blackcurrant Suit,1,Athena Koblenu,The 100 folds of a chef's hat represent the 100 ways in which you can cook an egg.,00:02:16,2022-07-28T10:18:04.000Z,370-no-such-thing-as-george-clooney-in-a-blackcurrant-suit
,370: No Such Thing As George Clooney In A Blackcurrant Suit,2,James Harkin,"When men are played the sound of a baby crying, if they're told it's a boy, they'll think it's in more pain than if they're told it's a girl.",00:15:33,2022-07-28T10:18:04.000Z,370-no-such-thing-as-george-clooney-in-a-blackcurrant-suit
,370: No Such Thing As George Clooney In A Blackcurrant Suit,3,Anna Ptaszynski,Traditional Ethiopian households can spend up to nine hours a day on coffee ceremonies.,00:28:42,2022-07-28T10:18:04.000Z,370-no-such-thing-as-george-clooney-in-a-blackcurrant-suit
,370: No Such Thing As George Clooney In A Blackcurrant Suit,4,Andrew Hunter Murray,"The 18th century grammarian, Alexander the Corrector, carried a sponge wherever he went just in case he spotted any offensive graffiti.",00:44:45,2022-07-28T10:18:04.000Z,370-no-such-thing-as-george-clooney-in-a-blackcurrant-suit
,371: No Such Thing As A Welcome Lasagne,1,James Harkin,"The world's best Tetris player is a 13-year-old from Texas, and the world's second-best player is his 15-year-old brother.",00:00:40,2022-07-28T10:18:26.000Z,371-no-such-thing-as-a-welcome-lasagne
,371: No Such Thing As A Welcome Lasagne,2,Anna Ptaszynski,The Indian state of Madhya Pradesh has ruled that all government offices must be cleaned with cow urine.,00:16:00,2022-07-28T10:18:26.000Z,371-no-such-thing-as-a-welcome-lasagne
,371: No Such Thing As A Welcome Lasagne,3,Andrew Hunter Murray,"In 2020, a woman in the UK received medical treatment in two different hospitals at the same time.",00:25:25,2022-07-28T10:18:26.000Z,371-no-such-thing-as-a-welcome-lasagne
,371: No Such Thing As A Welcome Lasagne,4,Dan Schreiber,"In 1990, five children in America were given the first name spelled A-B-C-D-E, or ""absody.""",00:40:08,2022-07-28T10:18:26.000Z,371-no-such-thing-as-a-welcome-lasagne
,372: No Such Thing As A Dinosaur For Goldilocks,1,Andrew Hunter Murray,"From 1925 until 1936, the town of Eastbourne had two phone booths with thatched roofs.",00:00:39,2022-07-28T10:18:51.000Z,372-no-such-thing-as-a-dinosaur-for-goldilocks
,372: No Such Thing As A Dinosaur For Goldilocks,2,James Harkin,Dinosaurs migrated.,00:16:24,2022-07-28T10:18:51.000Z,372-no-such-thing-as-a-dinosaur-for-goldilocks
,372: No Such Thing As A Dinosaur For Goldilocks,3,Dan Schreiber,"In the first half of the 20th century, thousands of premature babies were treated in amusement parks and fairgrounds in Europe and the United States.",00:29:36,2022-07-28T10:18:51.000Z,372-no-such-thing-as-a-dinosaur-for-goldilocks
,372: No Such Thing As A Dinosaur For Goldilocks,4,Anna Ptaszynski,"Giving someone the finger has been an insult for 2,300 years.",00:42:41,2022-07-28T10:18:51.000Z,372-no-such-thing-as-a-dinosaur-for-goldilocks
,373: No Such Thing As The Handshake Police,1,Ella Al-Shemahi,"An anti-handshake society was formed in Baku, Azerbaijan in 1894 because of a cholera outbreak.",00:02:06,2022-07-28T10:19:25.000Z,373-no-such-thing-as-the-handshake-police
,373: No Such Thing As The Handshake Police,2,Dan Schreiber,"The 2013 recipient of the Amelia Earhart pioneering achievement award, who later successfully completed Amelia Earhart's fatal circumnavigation of the world, is called Amelia Earhart.",00:15:52,2022-07-28T10:19:25.000Z,373-no-such-thing-as-the-handshake-police
,373: No Such Thing As The Handshake Police,3,Anna Ptaszynski,Scientists have started putting fossilised poos in particle accelerators.,00:31:28,2022-07-28T10:19:25.000Z,373-no-such-thing-as-the-handshake-police
,373: No Such Thing As The Handshake Police,4,James Harkin,Frasier Crane was an early investor in Microsoft.,00:44:58,2022-07-28T10:19:25.000Z,373-no-such-thing-as-the-handshake-police
,374: No Such Thing As Tarzan In A Waterpark,1,Andrew Hunter Murray,The founder of the UK's first electric vehicle forecourt was named after a service station.,00:00:39,2022-07-28T10:19:54.000Z,374-no-such-thing-as-tarzan-in-a-waterpark
,374: No Such Thing As Tarzan In A Waterpark,2,Anna Ptaszynski,"From 1975 to 2004, it was illegal to buy the world's most popular collection of jazz music.",00:13:55,2022-07-28T10:19:54.000Z,374-no-such-thing-as-tarzan-in-a-waterpark
,374: No Such Thing As Tarzan In A Waterpark,3,James Harkin,The world's longest water slide is almost 20 times longer than the world's shortest river.,00:28:12,2022-07-28T10:19:54.000Z,374-no-such-thing-as-tarzan-in-a-waterpark
,374: No Such Thing As Tarzan In A Waterpark,4,Dan Schreiber,Scientists in the South Pole are starting to speak with an Antarctic accent.,00:43:43,2022-07-28T10:19:54.000Z,374-no-such-thing-as-tarzan-in-a-waterpark
,375: No Such Thing As A Holiday On Uranus,1,Anna Ptaszynski,"One of the main villains in China's equivalent of WWE is Steve, the English as a second language teacher.",00:00:50,2022-07-28T10:20:18.000Z,375-no-such-thing-as-a-holiday-on-uranus
,375: No Such Thing As A Holiday On Uranus,2,Andrew Hunter Murray,Expert bell makers can tell where a bell was made just from listening to the bong.,00:15:50,2022-07-28T10:20:18.000Z,375-no-such-thing-as-a-holiday-on-uranus
,375: No Such Thing As A Holiday On Uranus,3,James Harkin,"In the 1930s, Canada's bowling alleys had to close on nine occasions due to strikes.",00:28:44,2022-07-28T10:20:18.000Z,375-no-such-thing-as-a-holiday-on-uranus
,375: No Such Thing As A Holiday On Uranus,4,Dan Schreiber,Trees fart.,00:42:20,2022-07-28T10:20:18.000Z,375-no-such-thing-as-a-holiday-on-uranus
,376: No Such Thing As Hamil-Son The Musical,1,Jamie Morton,"In 2007, tennis legends Roger Federer and Rafael Nadal played a match on a court that was 50% grass and 50% clay.",00:01:56,2022-07-28T10:20:47.000Z,376-no-such-thing-as-hamil-son-the-musical
,376: No Such Thing As Hamil-Son The Musical,2,Anna Ptaszynski,"When Britain invaded Iceland in 1940, they knocked on all the doors before breaking them down and officially apologized for the inconvenience.",00:15:45,2022-07-28T10:20:47.000Z,376-no-such-thing-as-hamil-son-the-musical
,376: No Such Thing As Hamil-Son The Musical,3,Dan Schreiber,"32 years after he defeated Alexander Hamilton in a duel, the last thing to happen to Aaron Burr on the day he died was that he was defeated in a court case by Alexander Hamilton Jr.",00:25:15,2022-07-28T10:20:47.000Z,376-no-such-thing-as-hamil-son-the-musical
,376: No Such Thing As Hamil-Son The Musical,4,Andrew Hunter Murray,"The police in Paris have an elite unit of cops who are armed, but also on roller blades.",00:37:41,2022-07-28T10:20:47.000Z,376-no-such-thing-as-hamil-son-the-musical
,377: No Such Thing As The Mole Street Journal,1,Ann Miller,Moles burrows have special kitchens where they keep up to 470 decapitated earthworms to eat later.,00:02:14,2022-07-28T10:21:11.000Z,377-no-such-thing-as-the-mole-street-journal
,377: No Such Thing As The Mole Street Journal,2,Andrew Hunter Murray,"In 1800, a wig maker in London patented mechanical whiskers.",00:16:17,2022-07-28T10:21:11.000Z,377-no-such-thing-as-the-mole-street-journal
,377: No Such Thing As The Mole Street Journal,3,Anna Ptaszynski,We know who the most significant male actor currently working in German speaking theatre is because he wears a special best actor ring.,00:27:00,2022-07-28T10:21:11.000Z,377-no-such-thing-as-the-mole-street-journal
,377: No Such Thing As The Mole Street Journal,4,James Harkin,Countries can now send propaganda to individual enemy soldiers on the front line by text message every time they turn on their phones.,00:37:18,2022-07-28T10:21:11.000Z,377-no-such-thing-as-the-mole-street-journal
,378: No Such Thing As A Reverse-Waterslide,1,James Harkin,Some dog owners in Alaska are putting spiky jackets on their pets to stop bald eagles from carrying them away.,00:00:41,2022-07-28T10:21:37.000Z,378-no-such-thing-as-a-reverse-waterslide
,378: No Such Thing As A Reverse-Waterslide,2,Anna Ptaszynski,The last emperor of the Shang dynasty built a wine lake and a meat forest for himself.,00:12:56,2022-07-28T10:21:37.000Z,378-no-such-thing-as-a-reverse-waterslide
,378: No Such Thing As A Reverse-Waterslide,3,Andrew Hunter Murray,"If you look at your phone when you're out, half the people around you will do the same within 30 seconds.",00:27:56,2022-07-28T10:21:37.000Z,378-no-such-thing-as-a-reverse-waterslide
,378: No Such Thing As A Reverse-Waterslide,4,Dan Schreiber,Elephants can down 5 pints in under a second.,00:40:22,2022-07-28T10:21:37.000Z,378-no-such-thing-as-a-reverse-waterslide
,379: No Such Thing As A Ping Pong Ballbag,1,Dan Schreiber,Firefighters use ping pong balls to put out wildfires.,00:00:38,2022-07-28T10:22:04.000Z,379-no-such-thing-as-a-ping-pong-ballbag
,379: No Such Thing As A Ping Pong Ballbag,2,Andrew Hunter Murray,It takes eight people to do an ultrasound on a python.,00:10:58,2022-07-28T10:22:04.000Z,379-no-such-thing-as-a-ping-pong-ballbag
,379: No Such Thing As A Ping Pong Ballbag,3,Anna Ptaszynski,"One of the hardest gemstones to find is called Hidenite, but that is not why it's called that.",00:25:02,2022-07-28T10:22:04.000Z,379-no-such-thing-as-a-ping-pong-ballbag
,379: No Such Thing As A Ping Pong Ballbag,4,James Harkin,The world record for crushing watermelons with your thighs is three in 7.5 seconds.,00:34:47,2022-07-28T10:22:04.000Z,379-no-such-thing-as-a-ping-pong-ballbag
,380: No Such Thing As The Virgin Mary Toast Reunion Tour,1,Andrew Hunter Murray,"The Victorian poet, Elizabeth Barrett Browning, had her spaniel stolen by London's dog banditty on three separate occasions.",00:01:38,2022-07-28T10:23:43.000Z,380-no-such-thing-as-the-virgin-mary-toast-reunion-tour
,380: No Such Thing As The Virgin Mary Toast Reunion Tour,2,James Harkin,The Democratic Republic of Congo is planning an official parade of its first prime minister's gold tooth.,00:13:02,2022-07-28T10:23:43.000Z,380-no-such-thing-as-the-virgin-mary-toast-reunion-tour
,380: No Such Thing As The Virgin Mary Toast Reunion Tour,3,Anna Ptaszynski,"In the 1920s, thousands of people with the surname Drake fought a legal battle to inherit Sir Francis Drake's fortune.",00:26:02,2022-07-28T10:23:43.000Z,380-no-such-thing-as-the-virgin-mary-toast-reunion-tour
,380: No Such Thing As The Virgin Mary Toast Reunion Tour,4,Dan Schreiber,"20th century American science fiction works include the titles ""Servants of the Wank"" and ""Planet of the Knobheads.""",00:38:47,2022-07-28T10:23:43.000Z,380-no-such-thing-as-the-virgin-mary-toast-reunion-tour
,381: No Such Thing As A Safe Toothpick,1,James Harkin,There is a type of glue that was developed specifically to help strong men grab onto giant stone spheres.,00:00:45,2022-07-28T10:24:10.000Z,381-no-such-thing-as-a-safe-toothpick
,381: No Such Thing As A Safe Toothpick,2,Anna Ptaszynski,The first animated puppet film used insect corpses as the puppets.,00:12:04,2022-07-28T10:24:10.000Z,381-no-such-thing-as-a-safe-toothpick
,381: No Such Thing As A Safe Toothpick,3,Dan Schreiber,The man who popularized toothpicks in American restaurants did so by paying Harvard men to eat at fine establishments and then shout at the waiters if they were told wooden toothpicks were not available.,00:22:44,2022-07-28T10:24:10.000Z,381-no-such-thing-as-a-safe-toothpick
,381: No Such Thing As A Safe Toothpick,4,Andrew Hunter Murray,There is a blue plaque in London which has its own blue plaque.,00:37:51,2022-07-28T10:24:10.000Z,381-no-such-thing-as-a-safe-toothpick
,382: No Such Thing As A Waiter Made Of Potatoes,1,James Harkin,Cheryl Tweedy is the only member of Girls Aloud who doesn't share her name with a type of potato.,00:00:41,2022-07-28T10:34:38.000Z,382-no-such-thing-as-a-waiter-made-of-potatoes
,382: No Such Thing As A Waiter Made Of Potatoes,2,Dan Schreiber,"Dissecting cadavers doesn't put you off your food; in fact, it actually makes you hungrier.",00:15:54,2022-07-28T10:34:38.000Z,382-no-such-thing-as-a-waiter-made-of-potatoes
,382: No Such Thing As A Waiter Made Of Potatoes,3,Anna Ptaszynski,"On the day that the border between Spain and Gibraltar opened, the key to the gate didn't work, and they had to call a locksmith to let people through.",00:27:13,2022-07-28T10:34:38.000Z,382-no-such-thing-as-a-waiter-made-of-potatoes
,382: No Such Thing As A Waiter Made Of Potatoes,4,Andrew Hunter Murray,"Aristotle's masterpiece was written more than 2,000 years after Aristotle died.",00:39:15,2022-07-28T10:34:38.000Z,382-no-such-thing-as-a-waiter-made-of-potatoes
,383: No Such Thing As A Mead-Based Maasai Gameshow,1,Dan Schreiber,The world's longest golf putt took 26 seconds for the ball to reach the hole. In that time it covered a distance of over nine miles.,00:00:42,2022-07-28T10:35:08.000Z,383-no-such-thing-as-a-mead-based-maasai-gameshow
,383: No Such Thing As A Mead-Based Maasai Gameshow,2,Anna Ptaszynski,Some fish use sharks as scratching posts.,00:17:07,2022-07-28T10:35:08.000Z,383-no-such-thing-as-a-mead-based-maasai-gameshow
,383: No Such Thing As A Mead-Based Maasai Gameshow,3,James Harkin,46 percent of Maasai men have become friends with someone who got the wrong number and mistakenly called their phone.,00:28:28,2022-07-28T10:35:08.000Z,383-no-such-thing-as-a-mead-based-maasai-gameshow
,383: No Such Thing As A Mead-Based Maasai Gameshow,4,Andrew Hunter Murray,"Halfway through the First World War, the British government bought nearly 400 pubs in an attempt to stop people drinking.",00:42:26,2022-07-28T10:35:08.000Z,383-no-such-thing-as-a-mead-based-maasai-gameshow
,384: No Such Thing As Jiminy's Cricket Shop,1,Anna Ptaszynski,"In 1877, all able-bodied men in Nebraska were required by law to spend up to 12 days killing grasshoppers.",00:00:41,2022-07-28T10:35:38.000Z,384-no-such-thing-as-jiminy-s-cricket-shop
,384: No Such Thing As Jiminy's Cricket Shop,2,James Harkin,"When Henriette d'Angeville held a reception to celebrate being the first woman to climb Mont Blanc, one guest was Maria Paradis who had been to the top of the mountain 30 years earlier.",00:14:00,2022-07-28T10:35:38.000Z,384-no-such-thing-as-jiminy-s-cricket-shop
,384: No Such Thing As Jiminy's Cricket Shop,3,Andrew Hunter Murray,The Queen in her garden has a collection of fake rocks.,00:24:49,2022-07-28T10:35:38.000Z,384-no-such-thing-as-jiminy-s-cricket-shop
,384: No Such Thing As Jiminy's Cricket Shop,4,Dan Schreiber,"Following a theory that they wouldn't burn up on re-entry, Japanese scientists once planned to fly paper airplanes from the International Space Station back onto Earth.",00:38:51,2022-07-28T10:35:38.000Z,384-no-such-thing-as-jiminy-s-cricket-shop
,385: No Such Thing As Crossing the Futility Boundary,1,Andrew Hunter Murray,"After his death, Anton Chekov was brought back to Russia in a refrigerator.",00:00:35,2022-07-28T10:36:06.000Z,385-no-such-thing-as-crossing-the-futility-boundary
,385: No Such Thing As Crossing the Futility Boundary,2,Anna Ptaszynski,At the moment right now there are 200 spy albatrosses in the world which are flying around logging illegal fishing vessels.,00:06:31,2022-07-28T10:36:06.000Z,385-no-such-thing-as-crossing-the-futility-boundary
,385: No Such Thing As Crossing the Futility Boundary,3,James Harkin,"There used to be cheetahs in America, like not pet cheetahs, but real kind of wild cheetahs.",00:15:48,2022-07-28T10:36:06.000Z,385-no-such-thing-as-crossing-the-futility-boundary
,385: No Such Thing As Crossing the Futility Boundary,4,Dan Schreiber,"In 1942, General Franco changed the country's clocks in Spain to match Berlin's time zone in solidarity with Hitler, and no one ever changed them back.",00:23:30,2022-07-28T10:36:06.000Z,385-no-such-thing-as-crossing-the-futility-boundary
,386: No Such Thing As Enough Bathtubs,1,Andrew Hunter Murray,"For the 1921 Buster Keaton film The Boat, two prop boats were built, one designed to float and one designed to sink. Unfortunately, the one meant to float persistently sank and the one designed to sink repeatedly stayed afloat.",00:02:02,2022-07-28T10:36:43.000Z,386-no-such-thing-as-enough-bathtubs
